# Origin	Destination	menuOption menuTarget objectID	Skills	Items	Quests	Varbits	VarPlayers	Duration	Display info
# Tutorial Island									
2838 10124 0	2778 10161 0	Go-through Entrance 5998							
2799 10134 0	2797 3719 0	Enter Tunnel 5013							
2797 3719 0	2799 10134 0	Enter Tunnel 5012							
2800 10134 0	2797 3719 0	Enter Tunnel 5013							
2795 3719 0	2799 10134 0	Enter Tunnel 5012							
2796 3719 0	2799 10134 0	Enter Tunnel 5012							
2917 10196 0	2914 10196 1	Climb-up Stairs 6085							
2914 10196 1	2917 10196 0	Climb-down Stairs 6086							
2914 10187 0	1943 4705 1	Climb-down Stairs 10288							
1943 4705 1	2914 10187 0	Climb-up Stairs 10287							
1942 4706 1	1942 4703 0	Climb-down Stairs 6086							
1942 4703 0	1942 4706 1	Climb-up Stairs 6085							
2931 10182 0	2930 10179 1	Climb-up Stairs 6087							
2930 10179 1	2930 10182 0	Climb-down Stairs 6088							
2930 10182 0	2930 10179 1	Climb-up Stairs 6087							
2931 10179 1	2930 10182 0	Climb-down Stairs 6088							
2933 10165 1	2930 10165 0	Climb-down Stairs 6086							
2930 10165 0	2933 10165 1	Climb-up Stairs 6085							
2913 10163 1	2910 10163 0	Climb-down Stairs 6086							
2910 10163 0	2913 10163 1	Climb-up Stairs 6085							
2904 10208 0	2907 10208 1	Climb-up Stairs 6085							
2907 10208 1	2904 10208 0	Climb-down Stairs 6086							
2893 10210 0	2896 10209 1	Climb-up Stairs 6087							
2896 10209 1	2893 10209 0	Climb-down Stairs 6088							
2893 10209 0	2896 10209 1	Climb-up Stairs 6087							
2896 10210 1	2893 10209 0	Climb-down Stairs 6088							
2896 10189 1	2893 10188 0	Climb-down Stairs 6088							
2893 10188 0	2896 10188 1	Climb-up Stairs 6087							
2896 10188 1	2893 10188 0	Climb-down Stairs 6088							
2893 10189 0	2896 10188 1	Climb-up Stairs 6087							
2890 10200 1	2893 10198 2	Climb-up Stairs 6089							
2893 10198 2	2890 10198 1	Climb-down Stairs 6090							
2890 10198 1	2893 10198 2	Climb-up Stairs 6089							
2893 10199 2	2890 10198 1	Climb-down Stairs 6090							
2890 10199 1	2893 10198 2	Climb-up Stairs 6089							
2893 10200 2	2890 10198 1	Climb-down Stairs 6090							
2865 10200 2	2868 10198 1	Climb-down Stairs 6090							
2868 10198 1	2865 10198 2	Climb-up Stairs 6089							
2865 10198 2	2868 10198 1	Climb-down Stairs 6090							
2868 10199 1	2865 10198 2	Climb-up Stairs 6089							
2865 10199 2	2868 10198 1	Climb-down Stairs 6090							
2868 10200 1	2865 10198 2	Climb-up Stairs 6089							
2862 10210 1	2865 10209 0	Climb-down Stairs 6088							
2865 10209 0	2862 10209 1	Climb-up Stairs 6087							
2862 10209 1	2865 10209 0	Climb-down Stairs 6088							
2865 10210 0	2862 10209 1	Climb-up Stairs 6087							
2862 10188 1	2865 10188 0	Climb-down Stairs 6088							
2865 10188 0	2862 10188 1	Climb-up Stairs 6087							
2862 10189 1	2865 10188 0	Climb-down Stairs 6088							
2865 10189 0	2862 10188 1	Climb-up Stairs 6087							
2865 10221 0	2865 10224 1	Climb-up Stairs 6085							
2865 10224 1	2865 10221 0	Climb-down Stairs 6086							
2834 10223 0	2834 10226 1	Climb-up Stairs 6085							
2834 10226 1	2834 10223 0	Climb-down Stairs 6086							
2835 10226 1	2835 10223 2	Climb-up Stairs 6085							
2835 10223 2	2835 10226 1	Climb-down Stairs 6086							
2828 10217 0	2828 10214 1	Climb-up Stairs 6085							
2828 10214 1	2828 10217 0	Climb-down Stairs 6086							
2834 10196 0	2837 10196 1	Climb-up Stairs 6085							
2837 10196 1	2834 10196 0	Climb-down Stairs 6086							
2828 10224 0	2828 10227 1	Climb-up Stairs 6085							
2828 10227 1	2828 10224 0	Climb-down Stairs 6086							
2930 10185 0	2930 10186 0	Open Door 6977							
2930 10186 0	2930 10185 0	Open Door 6977							
2930 10194 0	2930 10195 0	Open Door 6975							
2930 10195 0	2930 10194 0	Open Door 6975							
2931 10197 0	1940 4958 0	Climb-down Stairs 9084							
1940 4958 0	2931 10196 0	Climb-up Stairs 9138							
2931 10196 0	1940 4958 0	Climb-down Stairs 9084							
1939 4958 0	2931 10196 0	Climb-up Stairs 9138							
1937 4969 0	1937 4970 0	Open Gate 9141							
1937 4970 0	1937 4969 0	Open Gate 9141							
2941 10179 0	2438 5535 0	Enter Doorway 23287			Another Slice of H.A.M.				
2435 5535 0	2941 10179 0	Enter Doorway 23286			Another Slice of H.A.M.				
2488 5536 0	2696 5277 1	Enter Doorway 23285							
2696 5277 1	2488 5536 0	Enter Doorway 23052							
									
# Slayer Cave									
2796 3616 0	2808 10002 0	Enter Cave Entrance 2123							
2808 10002 0	2796 3615 0	Enter Tunnel 2141							
2796 3615 0	2808 10002 0	Enter Cave Entrance 2123							
2808 10003 0	2796 3615 0	Enter Tunnel 2141							
2796 3614 0	2808 10002 0	Enter Cave Entrance 2123							
2808 10001 0	2796 3615 0	Enter Tunnel 2141							
2703 9991 0	2703 9989 0	Climb Steps 29993							
2703 9989 0	2703 9991 0	Climb Steps 29993							
2823 3555 0	2822 3555 0	Open Door 3745						1	
2822 3555 0	2823 3555 0	Open Door 3745						1	
2820 3557 0	2820 3558 0	Open Door 3746						1	
2820 3558 0	2820 3557 0	Open Door 3746						1	
2817 3561 0	2817 3564 0	Climb-over Stile 3730						6	
2816 3563 0	2817 3561 0	Climb-over Stile 3730						6	
2818 3562 0	2817 3564 0	Climb-over Stile 3730						6	
2817 3564 0	2817 3561 0	Climb-over Stile 3730						6	
2816 3562 0	2817 3564 0	Climb-over Stile 3730						6	
2880 3596 0	2880 3593 0	Climb Rocks 3722							
2880 3593 0	2880 3596 0	Climb Rocks 3723							
2881 3596 0	2881 3593 0	Climb Rocks 3722							
2881 3593 0	2881 3596 0	Climb Rocks 3723							
2857 3613 0	2857 3611 0	Climb Rocks 3748							
2856 3613 0	2856 3611 0	Climb Rocks 3748							
2858 3627 0	2861 3627 0	Climb Rocks 3790							
2861 3627 0	2858 3627 0	Climb Rocks 3791							
2858 3626 0	2861 3626 0	Climb Rocks 3790							
2861 3626 0	2858 3626 0	Climb Rocks 3791							
2877 3623 0	2880 3623 0	Climb Rocks 3791							
2880 3623 0	2877 3623 0	Climb Rocks 3790							
2877 3622 0	2880 3622 0	Climb Rocks 3791							
2880 3622 0	2877 3622 0	Climb Rocks 3790							
2896 3619 0	2897 3619 0	Open Arena Entrance 3783							
2897 3619 0	2896 3619 0	Open Arena Entrance 3783							
2896 3618 0	2897 3618 0	Open Arena Entrance 3782							
2897 3618 0	2896 3618 0	Open Arena Entrance 3782							
2917 3628 0	2917 3629 0	Open Arena Exit 3786							
2917 3629 0	2917 3628 0	Open Arena Exit 3786							
2916 3628 0	2916 3629 0	Open Arena Exit 3785							
2916 3629 0	2916 3628 0	Open Arena Exit 3785							
2905 3643 0	2907 10019 0	Enter Cave Entrance 3757							
2907 10019 0	2904 3643 0	Exit Cave Exit 3758							
2904 3643 0	2907 10019 0	Enter Cave Entrance 3757							
2908 10019 0	2904 3643 0	Exit Cave Exit 3758							
2903 3643 0	2907 10019 0	Enter Cave Entrance 3757							
2906 10019 0	2904 3643 0	Exit Cave Exit 3758							
2908 10035 0	2908 3654 0	Exit Cave Exit 3758							
2908 3654 0	2907 10035 0	Enter Cave Entrance 3757							
2907 10035 0	2908 3654 0	Exit Cave Exit 3758							
2909 3654 0	2907 10035 0	Enter Cave Entrance 3757							
2906 10035 0	2908 3654 0	Exit Cave Exit 3758							
2907 3654 0	2907 10035 0	Enter Cave Entrance 3757							
2834 3627 0	2834 3629 0	Climb Rocks 3748							
2834 3629 0	2834 3627 0	Climb Rocks 3748							
2833 3627 0	2833 3629 0	Climb Rocks 3748							
2833 3629 0	2833 3627 0	Climb Rocks 3748							
2822 3635 0	2820 3635 0	Climb Rocks 3748							
2827 3646 0	2823 10050 0	Open Secret Door 3762							
2823 10050 0	2827 3646 0	Open Exit 3761							
2828 3646 0	2823 10050 0	Open Secret Door 3762							
2824 10050 0	2827 3646 0	Open Exit 3761							
2825 10050 0	2827 3646 0	Open Exit 3761							
2852 10105 0	2852 10109 1	Climb-up Stone Staircase 3788							
2852 10109 1	2852 10105 0	Climb-down Stone Staircase 3789							
2853 10105 0	2852 10109 1	Climb-up Stone Staircase 3788							
2853 10109 1	2852 10105 0	Climb-down Stone Staircase 3789							
2848 10107 1	2847 10107 1	Unlock Prison Door 3780							
2847 10107 1	2848 10107 1	Unlock Prison Door 3780							
2841 10052 1	2845 10051 2	Climb-up Stone Staircase 3788							
2845 10051 2	2841 10051 1	Climb-down Stone Staircase 3789							
2841 10051 1	2845 10051 2	Climb-up Stone Staircase 3788							
2845 10052 2	2841 10051 1	Climb-down Stone Staircase 3789							
2831 10076 2	2831 3676 0	Climb-up Troll ladder 18834							
2831 3676 0	2831 10076 2	Climb-down Troll ladder 18833							
2830 10077 2	2831 3676 0	Climb-up Troll ladder 18834							
2830 3677 0	2831 10076 2	Climb-down Troll ladder 18833							
2832 3677 0	2831 10076 2	Climb-down Troll ladder 18833							
2831 3678 0	2831 10076 2	Climb-down Troll ladder 18833							
2840 3690 0	2837 10090 2	Enter Stronghold 3771							
2837 10090 2	2840 3690 0	Leave Exit 3774							
2837 10089 2	2840 3690 0	Leave Exit 3773							
2837 10091 2	2840 3690 0	Use Exit 3772							
2845 10109 2	2841 10108 1	Climb-down Stone Staircase 3789							
2841 10108 1	2845 10108 2	Climb-up Stone Staircase 3788							
2845 10108 2	2841 10108 1	Climb-down Stone Staircase 3789							
2841 10109 1	2845 10108 2	Climb-up Stone Staircase 3788							
2853 10060 1	2852 10064 0	Climb-down Stone Staircase 3789							
2852 10064 0	2852 10060 1	Climb-up Stone Staircase 3788							
2852 10060 1	2852 10064 0	Climb-down Stone Staircase 3789							
2853 10064 0	2852 10060 1	Climb-up Stone Staircase 3788							
2869 10084 0	2869 10085 0	Open Storeroom Door 3810							
2869 10085 0	2869 10084 0	Open Storeroom Door 3810							
2888 3662 0	2888 3660 0	Climb Rocks 3803							
2888 3660 0	2888 3662 0	Climb Rocks 3803							
2887 3662 0	2887 3660 0	Climb Rocks 3804							
2887 3660 0	2887 3662 0	Climb Rocks 3804							
2892 3671 0	2893 10074 2	Enter Cave Entrance 3759						1	
2893 3671 0	2893 10074 2	Enter Cave Entrance 3759						1	
2894 3671 0	2893 10074 2	Enter Cave Entrance 3759						1	
2895 3672 0	2893 10074 2	Enter Cave Entrance 3759						1	
2892 10074 2	2893 3671 0	Exit Cave Exit 3760						1	
2893 10074 2	2893 3671 0	Exit Cave Exit 3760						1	
2894 10074 2	2893 3671 0	Exit Cave Exit 3760						1	
2837 3736 0	2839 3739 0	Go-through Ice gate 5044							
2839 3739 0	2837 3739 0	Go-through Ice gate 5043							
2837 3739 0	2839 3739 0	Go-through Ice gate 5043							
2839 3737 0	2837 3739 0	Go-through Ice gate 5044							
2837 3738 0	2839 3739 0	Go-through Ice gate 5044							
2839 3738 0	2837 3739 0	Go-through Ice gate 5044							
2837 3737 0	2839 3739 0	Go-through Ice gate 5044							
2839 3736 0	2837 3739 0	Go-through Ice gate 5044							
2837 3740 0	2839 3739 0	Go-through Ice gate 5043							
2839 3740 0	2837 3739 0	Go-through Ice gate 5043							
2839 3741 0	2837 3739 0	Go-through Ice gate 5043							
2867 3720 0	2874 3720 0	Enter Cave entrance 6440							
2874 3720 0	2867 3719 0	Enter Cave exit 6447							
2867 3719 0	2874 3720 0	Enter Cave entrance 6440							
2874 3721 0	2867 3719 0	Enter Cave exit 6447							
2867 3718 0	2874 3720 0	Enter Cave entrance 6440							
2874 3719 0	2867 3719 0	Enter Cave exit 6447							
2868 3721 0	2874 3720 0	Enter Cave entrance 6440							
2899 3715 0	2898 3719 0	Move Boulder 26415							
2898 3719 0	2898 3715 0	Move Boulder 26415							
2898 3715 0	2898 3719 0	Move Boulder 26415							
2899 3719 0	2898 3715 0	Move Boulder 26415							
2900 3719 0	2898 3715 0	Move Boulder 26415							
2899 3713 0	2904 3720 0	Crawl-through Little crack 26382							
2904 3720 0	2899 3713 0	Crawl-through Little crack 26382							
2916 3748 0	2882 5311 2	Climb-down Hole 26419							
2880 5311 2	2916 3745 0	Climb Rope 26370							
2916 3745 0	2882 5311 2	Climb-down Hole 26419							
2882 5311 2	2916 3745 0	Climb Rope 26370							
2916 3746 0	2882 5311 2	Climb-down Hole 26419							
2881 5310 2	2916 3745 0	Climb Rope 26370							
2917 3744 0	2882 5311 2	Climb-down Hole 26419							
2918 3744 0	2882 5311 2	Climb-down Hole 26419							
2919 3744 0	2882 5311 2	Climb-down Hole 26419							
2920 3744 0	2882 5311 2	Climb-down Hole 26419							
2916 3747 0	2882 5311 2	Climb-down Hole 26419							
2917 3749 0	2882 5311 2	Climb-down Hole 26419							
2918 3749 0	2882 5311 2	Climb-down Hole 26419							
2919 3749 0	2882 5311 2	Climb-down Hole 26419							
2920 3749 0	2882 5311 2	Climb-down Hole 26419							
2921 3748 0	2882 5311 2	Climb-down Hole 26419							
2921 3747 0	2882 5311 2	Climb-down Hole 26419							
2921 3746 0	2882 5311 2	Climb-down Hole 26419							
2912 5300 2	2914 5300 1	Climb-down Rock 26561							
2914 5300 1	2912 5299 2	Climb-up Rope 26371							
2920 5276 1	2920 5274 0	Climb-down Rock 26562							
2920 5274 0	2919 5276 1	Climb-up Rope 26375							
2919 5274 0	2919 5276 1	Climb-up Rope 26375							
2915 5300 1	2912 5299 2	Climb-up Rope 26371							
2909 3686 0	2911 3686 0	Climb Rocks 3748							
2911 3686 0	2909 3686 0	Climb Rocks 3748							
2909 3687 0	2911 3687 0	Climb Rocks 3748							
2911 3687 0	2909 3687 0	Climb Rocks 3748							
2943 3769 0	2950 3767 0	Climb Rocky handholds 26405							
2943 3767 0	2950 3767 0	Climb Rocky handholds 26405							
2942 3768 0	2950 3767 0	Climb Rocky handholds 26405							
									
# Hemenster									
2661 3500 0	2662 3500 0	Squeeze-through Loose Railing 51							
2662 3500 0	2661 3500 0	Squeeze-through Loose Railing 51							
2612 3476 0	2612 3476 1	Climb-up Ladder 16683						2	
2612 3476 1	2612 3476 0	Climb-down Ladder 16679						2	
2611 3475 0	2611 3475 1	Climb-up Ladder 16683						2	
2611 3475 1	2611 3475 0	Climb-down Ladder 16679						2	
2612 3474 0	2612 3474 1	Climb-up Ladder 16683						2	
2612 3474 1	2612 3474 0	Climb-down Ladder 16679						2	
2613 3475 0	2613 3475 1	Climb-up Ladder 16683						2	
2613 3475 1	2613 3475 0	Climb-down Ladder 16679						2	
2642 3429 0	2642 3429 1	Climb-up Ladder 16683						2	
2642 3429 1	2642 3429 0	Climb-down Ladder 16679						2	
2641 3428 0	2641 3428 1	Climb-up Ladder 16683						2	
2641 3428 1	2641 3428 0	Climb-down Ladder 16679						2	
2657 3438 0	2659 3437 0	Open Guild door 11665							
2658 3439 0	2659 3437 0	Open Guild door 11665							
2658 3437 0	2657 3439 0	Open Guild door 11665							
2659 3438 0	2657 3439 0	Open Guild door 11665							
2668 3429 0	2668 3429 2	Climb-up Tower ladder 11661							
2667 3428 0	2668 3429 2	Climb-up Tower ladder 11661							
2668 3427 0	2668 3429 2	Climb-up Tower ladder 11661							
2669 3428 0	2668 3429 2	Climb-up Tower ladder 11661							
2668 3429 2	2667 3429 0	Climb-down Tower ladder 11662							
2667 3428 2	2667 3429 0	Climb-down Tower ladder 11662							
2668 3427 2	2667 3429 0	Climb-down Tower ladder 11662							
2669 3428 2	2667 3429 0	Climb-down Tower ladder 11662							
2620 9797 0	2623 3391 0	Climb-over Mud pile 13							
2623 3391 0	2619 9797 0	Enter Cave Entrance 2							
2620 9796 0	2623 3391 0	Climb-over Mud pile 13							
2624 3391 0	2619 9797 0	Enter Cave Entrance 2							
2621 9795 0	2623 3391 0	Climb-over Mud pile 13							
2625 3391 0	2619 9797 0	Enter Cave Entrance 2							
2622 3391 0	2619 9797 0	Enter Cave Entrance 2							
# Fishing guild entrance									
2611 3393 0	2611 3394 0	Open Door 20925	68 Fishing					1	
2611 3394 0	2611 3393 0	Open Door 20925						1	
2630 3385 0	2630 3385 1	Climb-up Ladder 16683						2	
2630 3385 1	2630 3385 0	Climb-down Ladder 16684						2	
2631 3386 0	2631 3386 1	Climb-up Ladder 16683						2	
2631 3386 1	2631 3386 0	Climb-down Ladder 16684						2	
2631 3386 1	2631 3386 2	Climb-up Ladder 16684						2	
2631 3386 2	2631 3386 1	Climb-down Ladder 16679						2	
2630 3385 1	2630 3385 2	Climb-up Ladder 16684						2	
2630 3385 2	2630 3385 1	Climb-down Ladder 16679						2	
2647 3376 0	2649 3375 0	Climb-over Stile 993						6	
2649 3375 0	2646 3375 0	Climb-over Stile 993						6	
2646 3375 0	2649 3375 0	Climb-over Stile 993						6	
2648 3374 0	2646 3375 0	Climb-over Stile 993						6	
2647 3374 0	2649 3375 0	Climb-over Stile 993						6	
2648 3376 0	2646 3375 0	Climb-over Stile 993						6	
2637 3350 0	2640 3350 0	Climb-over Stile 993						6	
2640 3350 0	2637 3350 0	Climb-over Stile 993						6	
2638 3351 0	2640 3350 0	Climb-over Stile 993						6	
2639 3349 0	2637 3350 0	Climb-over Stile 993						6	
2638 3349 0	2640 3350 0	Climb-over Stile 993						6	
2639 3351 0	2637 3350 0	Climb-over Stile 993						6	
2654 3347 0	2657 3347 0	Climb-over Stile 993						6	
2657 3347 0	2654 3347 0	Climb-over Stile 993						6	
2655 3348 0	2657 3347 0	Climb-over Stile 993						6	
2656 3348 0	2654 3347 0	Climb-over Stile 993						6	
2655 3346 0	2657 3347 0	Climb-over Stile 993						6	
									
# Entrana									
2834 3335 0	2834 3332 1	Cross Gangplank 2415						3	
2834 3332 1	2834 3335 0	Cross Gangplank 2415						3	
									
# Karamja (varbit:4566=0?COINS=200)									
2910 3049 0	2906 3049 0	Cross A wooden log 23644						5	
2906 3049 0	2910 3049 0	Cross A wooden log 23644						5	
2879 2954 0	2876 2952 0	Climb over Broken cart 28931					116>14	2	
2880 2953 0	2876 2952 0	Climb over Broken cart 28931					116>14	2	
2880 2952 0	2876 2952 0	Climb over Broken cart 28931					116>14	2	
2880 2951 0	2876 2952 0	Climb over Broken cart 28931					116>14	2	
2879 2950 0	2876 2952 0	Climb over Broken cart 28931					116>14	2	
2877 2954 0	2880 2952 0	Climb over Broken cart 28931					116>14	2	
2876 2953 0	2880 2952 0	Climb over Broken cart 28931					116>14	2	
2876 2952 0	2880 2952 0	Climb over Broken cart 28931					116>14	2	
2876 2951 0	2880 2952 0	Climb over Broken cart 28931					116>14	2	
2877 2950 0	2880 2952 0	Climb over Broken cart 28931					116>14	2	
2777 3214 0	2834 2951 0	Board Travel cart 2230		COINS=200			116>14	5	
2778 3214 0	2834 2951 0	Board Travel cart 2230		COINS=200			116>14	5	
2776 3213 0	2834 2951 0	Board Travel cart 2230		COINS=200			116>14	5	
2776 3212 0	2834 2951 0	Board Travel cart 2230		COINS=200			116>14	5	
2776 3211 0	2834 2951 0	Board Travel cart 2230		COINS=200			116>14	5	
2779 3213 0	2834 2951 0	Board Travel cart 2230		COINS=200			116>14	5	
2779 3212 0	2834 2951 0	Board Travel cart 2230		COINS=200			116>14	5	
2779 3211 0	2834 2951 0	Board Travel cart 2230		COINS=200			116>14	5	
2777 3210 0	2834 2951 0	Board Travel cart 2230		COINS=200			116>14	5	
2778 3210 0	2834 2951 0	Board Travel cart 2230		COINS=200			116>14	5	
2830 2953 0	2776 3214 0	Board Travel cart 2265		COINS=200			116>14	5	
2830 2952 0	2776 3214 0	Board Travel cart 2265		COINS=200			116>14	5	
2831 2954 0	2776 3214 0	Board Travel cart 2265		COINS=200			116>14	5	
2832 2954 0	2776 3214 0	Board Travel cart 2265		COINS=200			116>14	5	
2833 2954 0	2776 3214 0	Board Travel cart 2265		COINS=200			116>14	5	
2831 2951 0	2776 3214 0	Board Travel cart 2265		COINS=200			116>14	5	
2832 2951 0	2776 3214 0	Board Travel cart 2265		COINS=200			116>14	5	
2833 2951 0	2776 3214 0	Board Travel cart 2265		COINS=200			116>14	5	
2834 2953 0	2776 3214 0	Board Travel cart 2265		COINS=200			116>14	5	
2834 2952 0	2776 3214 0	Board Travel cart 2265		COINS=200			116>14	5	
2777 3214 0	2834 2951 0	Board Travel cart 2230					4566=1	5	
2778 3214 0	2834 2951 0	Board Travel cart 2230					4566=1	5	
2776 3213 0	2834 2951 0	Board Travel cart 2230					4566=1	5	
2776 3212 0	2834 2951 0	Board Travel cart 2230					4566=1	5	
2776 3211 0	2834 2951 0	Board Travel cart 2230					4566=1	5	
2779 3213 0	2834 2951 0	Board Travel cart 2230					4566=1	5	
2779 3212 0	2834 2951 0	Board Travel cart 2230					4566=1	5	
2779 3211 0	2834 2951 0	Board Travel cart 2230					4566=1	5	
2777 3210 0	2834 2951 0	Board Travel cart 2230					4566=1	5	
2778 3210 0	2834 2951 0	Board Travel cart 2230					4566=1	5	
2830 2953 0	2776 3214 0	Board Travel cart 2265					4566=1	5	
2830 2952 0	2776 3214 0	Board Travel cart 2265					4566=1	5	
2831 2954 0	2776 3214 0	Board Travel cart 2265					4566=1	5	
2832 2954 0	2776 3214 0	Board Travel cart 2265					4566=1	5	
2833 2954 0	2776 3214 0	Board Travel cart 2265					4566=1	5	
2831 2951 0	2776 3214 0	Board Travel cart 2265					4566=1	5	
2832 2951 0	2776 3214 0	Board Travel cart 2265					4566=1	5	
2833 2951 0	2776 3214 0	Board Travel cart 2265					4566=1	5	
2834 2953 0	2776 3214 0	Board Travel cart 2265					4566=1	5	
2834 2952 0	2776 3214 0	Board Travel cart 2265					4566=1	5	
2836 9599 0	2836 9600 0	Open Wall 2606				3741=1		2	
2836 9600 0	2836 9599 0	Open Wall 2606						2	
2832 9657 0	2834 3258 0	Climb Climbing rope 25213						1	
2833 9658 0	2834 3258 0	Climb Climbing rope 25213						1	
2833 9656 0	2834 3258 0	Climb Climbing rope 25213						1	
2834 9657 0	2834 3258 0	Climb Climbing rope 25213						1	
2832 3255 0	2833 9658 0	Enter Hole 25154						1	
2832 3256 0	2833 9658 0	Enter Hole 25154						1	
2832 3257 0	2833 9658 0	Enter Hole 25154						1	
2833 3258 0	2833 9658 0	Enter Hole 25154						1	
2834 3258 0	2833 9658 0	Enter Hole 25154						1	
2835 3258 0	2833 9658 0	Enter Hole 25154						1	
2833 3254 0	2833 9658 0	Enter Hole 25154						1	
2834 3254 0	2833 9658 0	Enter Hole 25154						1	
2835 3254 0	2833 9658 0	Enter Hole 25154						1	
2836 3255 0	2833 9658 0	Enter Hole 25154						1	
2836 3256 0	2833 9658 0	Enter Hole 25154						1	
2836 3257 0	2833 9658 0	Enter Hole 25154						1	
									
# Lunar Isle									
2128 3893 2	2126 3893 1	Climb Ladder 16961						2	
2126 3893 1	2128 3893 2	Climb Ladder 16959						2	
2118 3893 1	2118 3895 0	Climb Ladder 16962						2	
2118 3895 0	2118 3893 1	Climb Ladder 16960						2	
									
# Zanaris									
2452 4473 0	3201 3169 0	Use Fairy ring 12094						6	
3202 3169 0	2452 4473 0	Open Door 2406						6	
2486 4471 0	3260 3171 0	Use Fairy ring 12003						6	
									
# Fortis Colosseum									
1795 3106 0	1799 9506 0	Enter Colosseum entrance 50749							
1795 3107 0	1799 9506 0	Enter Colosseum entrance 50749							
1799 9506 0	1795 3106 0	Exit Stairs 50750							
1799 9507 0	1795 3106 0	Exit Stairs 50750							
									
# Arandar Gates									
2386 3333 0	2386 3335 0	Enter Huge Gate 3944			Regicide			2	
2386 3335 0	2386 3333 0	Enter Huge Gate 3944			Regicide			2	
									
# Lletya Entrance									
2304 3194 0	2306 3194 0	Pass Tree 8742					517>1	5	
2306 3194 0	2304 3194 0	Pass Tree 8742					517>1	5	
									
# Miazrqa Rupert the Beard Grim Tales house south of Mind Altar									
2970 3462 0	2972 3462 0	Climb-over Crumbling wall 24749						2	
2972 3462 0	2970 3462 0	Climb-over Crumbling wall 24749	58 Thieving					2	
									
# Mountain Guide between Mount Quidamortem, South of Quidamortem and The Shayzien Outpost									
1401 3536 0	1275 3559 0	Travel Mountain Guide 7600				5421=1		7	1: Mount Quidamortem.
1401 3536 0	1272 3475 0	Travel Mountain Guide 7600				5421=1		7	2: South of Quidamortem.
1275 3559 0	1401 3536 0	Travel Mountain Guide 7600				5421=1		7	1: The Shayzien Outpost.
1275 3559 0	1272 3475 0	Travel Mountain Guide 7600				5421=1		7	2: South of Quidamortem.
1272 3475 0	1401 3536 0	Travel Mountain Guide 7600				5421=1		7	1: The Shayzien Outpost.
1272 3475 0	1275 3559 0	Travel Mountain Guide 7600				5421=1		7	2: Mount Quidamortem.
									
# Custodia Mountains Cave passage									
1259 3430 0	1271 3436 0	Pass-through Cave 57219						4	
1271 3436 0	1259 3430 0	Pass-through Cave 57220						4	
									
# Mountain Guide between Nemus Retreat and Quetzacalli Gorge									
1486 3232 0	1361 3309 0	Follow Mountain Guide 14529				17226=1		5	
1361 3309 0	1486 3232 0	Follow Mountain Guide 14529				17226=1		5	
									
# Primio quetzal between Varrock and Civitas illa Fortis									
3280 3412 0	1700 3141 0	Travel Primio 12888			Children of the Sun			6	Civitas illa Fortis
1703 3140 0	3280 3412 0	Travel Primio 12889			Children of the Sun			6	Varrock
									
# Entrance to the Brimhaven Dungeon									
2744 3152 0	2713 9564 0	Enter Dungeon entrance 20876		COINS=875				2	
2744 3152 0	2713 9564 0	Enter Dungeon entrance 20876				5628=1		2	
2745 3152 0	2713 9564 0	Enter Dungeon entrance 20876		COINS=875				2	
2745 3152 0	2713 9564 0	Enter Dungeon entrance 20876				5628=1		2	
2746 3152 0	2713 9564 0	Enter Dungeon entrance 20876		COINS=875				2	
2746 3152 0	2713 9564 0	Enter Dungeon entrance 20876				5628=1		2	
2713 9564 0	2745 3152 0	Leave exit 20878						2	
									
# Second Brimhaven Dungeon entrance									
2760 3064 0	2734 9478 0	Climb Rope 30200				5629>0		2	
2761 3063 0	2734 9478 0	Climb Rope 30200				5629>0		2	
2761 3062 0	2734 9478 0	Climb Rope 30200				5629>0		2	
2760 3061 0	2734 9478 0	Climb Rope 30200				5629>0		2	
2734 9478 0	2760 3061 0	Use Crevice 30201				5629>0		2	
									
# Brimhaven Dungeon Vines									
2691 9564 0	2689 9564 0	Chop-down Vines 29731		AXE=1				2	
2689 9564 0	2691 9564 0	Chop-down Vines 29731		AXE=1				2	
									
# Shilo Village									
2835 2987 0	2835 2987 1	Climb-up Ladder 16684						2	
2835 2987 1	2835 2987 0	Climb-down Ladder 16679						2	
2834 2988 0	2834 2988 1	Climb-up Ladder 16684						2	
2834 2988 1	2834 2988 0	Climb-down Ladder 16679						2	
2835 2989 0	2835 2989 1	Climb-up Ladder 16684						2	
2835 2989 1	2835 2989 0	Climb-down Ladder 16679						2	
2836 2988 0	2836 2988 1	Climb-up Ladder 16684						2	
2836 2988 1	2836 2988 0	Climb-down Ladder 16679						2	
2861 2998 0	2861 2998 1	Climb-up Ladder 17026						2	
2861 2998 1	2861 2998 0	Climb-down Ladder 16679						2	
2860 2997 1	2860 2997 0	Climb-down Ladder 16679						2	
2862 2997 1	2862 2997 0	Climb-down Ladder 16679						2	
2861 2995 1	2861 2995 2	Climb-up Ladder 2268						2	
2861 2995 2	2861 2995 1	Climb-down Ladder 2269						2	
2823 2958 0	2823 2958 1	Climb-up Ladder 16683						2	
2823 2958 1	2823 2958 0	Climb-down Ladder 16679						2	
2824 2957 0	2824 2957 1	Climb-up Ladder 16683						2	
2824 2957 1	2824 2957 0	Climb-down Ladder 16679						2	
2824 2959 0	2824 2959 1	Climb-up Ladder 16683						2	
2824 2959 1	2824 2959 0	Climb-down Ladder 16679						2	
2825 2958 0	2825 2958 1	Climb-up Ladder 16683						2	
